"","X","LRR","var.LRR","scale","col","ID.study","ID.case","system","pr.st"
"678",0.368325561,-0.139940849254605,0.456062356385565,1.26526858332362,"darkcyan","JES029",678,"marine",-1.23955076799418
"679",0.368325561,-0.183138216700511,0.0058548509667468,1.51692004057733,"darkcyan","JES029",679,"marine",-1.23955076799418
"680",0.368325561,0.00841224729465192,0.000993487981982796,1.61940994438304,"darkcyan","JES029",680,"marine",-1.23955076799418
"681",2.602689685,1.48944835268256,0.109295115663173,1.34781142190077,"darkcyan","JES030",681,"marine",0.281131105236131
"698",3.761379033,3.80300293125942,0.00705721328692805,1.50612795966159,"darkcyan","JES050",698,"marine",1.06972141121289
"699",3.761379033,0.523052850335551,0.00695519706307061,1.50696929582509,"darkcyan","JES050",699,"marine",1.06972141121289
"714",0.951922811,2.30812527336966,0.888296077210519,1.22674825094466,"darkcyan","JES062",714,"marine",-0.842361361930275
"715",0.951922811,1.94591014905531,0.718379944570421,1.23901526315894,"darkcyan","JES062",715,"marine",-0.842361361930275
"716",0.951922811,1.24848945771799,0.111315159603823,1.34675325857767,"darkcyan","JES062",716,"marine",-0.842361361930275
"717",0.951922811,0.472906388903697,0.0926548695009218,1.35735491092808,"darkcyan","JES062",717,"marine",-0.842361361930275
"718",2.454029411,1.11923157587085,0.00741357695395964,1.50328156920569,"darkcyan","JES072",718,"marine",0.179954675882913
"719",2.38122822,3.33813924569502,0.0386070603270194,1.40793796204064,"darkcyan","JES072",719,"marine",0.130407043823244
"1006",8.497487033,2.04827895829248,0.0283069224816644,1.42586867469728,"darkgreen","JTN018",1006,"terrestrial",4.29306066371024
"1007",3.271739314,0.212858280654036,0.000257829535264627,1.69735036618871,"darkgreen","JTN019",1007,"terrestrial",0.7364783927187
"1021",0.724275282,1.68432307509967,0.199079184317522,1.31316375330006,"darkblue","JTN039",1021,"freshwater",-0.997295585550118
"1058",2.117928683,0.0747314691576172,0.0369680057105062,1.41044458193261,"darkcyan","MEB084",1058,"marine",-0.0487915160019292
"1059",2.117928683,0.0475575254247953,0.0242237176356687,1.43486926350938,"darkcyan","MEB084",1059,"marine",-0.0487915160019292
"1060",1.921493743,0.00669138653700231,0.0216167365567402,1.44144831554506,"darkcyan","MEB085",1060,"marine",-0.182482819634355
"1061",1.921493743,-0.204850535328792,0.0478501117260043,1.39553622049359,"darkcyan","MEB085",1061,"marine",-0.182482819634355
"1077",1.167725926,0.545888939117735,0.0883321170528484,1.3601154958139,"darkcyan","MEB106",1077,"marine",-0.695488306799205
"1091",2.813410717,2.92581262960361,0.668666235108428,1.24315885343652,"darkblue","MEB136",1091,"freshwater",0.424545354609742
"1093",2.813410717,1.75869444578043,0.0822852686855303,1.36421275289296,"darkblue","MEB136",1093,"freshwater",0.424545354609742
"1094",2.813410717,1.95991017553189,0.0928178080929315,1.35725339139408,"darkblue","MEB136",1094,"freshwater",0.424545354609742
"1104",0.965080896,0.585727415902471,0.0305865736561764,1.42139335987908,"darkcyan","MEB141",1104,"marine",-0.833406124450852
"1105",0.965080896,1.03152809379879,0.0144032462292515,1.46490770785766,"darkcyan","MEB141",1105,"marine",-0.833406124450852
"1106",1.583670161,1.44036260870646,0.435020817376619,1.26799784693301,"darkcyan","MEB142",1106,"marine",-0.412401565634206
"1107",1.583670161,0.311776812245931,0.0434429168344317,1.40111922326613,"darkcyan","MEB142",1107,"marine",-0.412401565634206
"1108",2.803360381,1.888384730546,0.00795115932243699,1.49923671658182,"darkblue","MEB143",1108,"freshwater",0.41770521445044
"1109",2.803360381,1.47330638962434,0.00924094459597164,1.49055090016582,"darkblue","MEB143",1109,"freshwater",0.41770521445044
"1110",2.803360381,1.00535130610092,0.0110727575570499,1.4801017999578,"darkblue","MEB144",1110,"freshwater",0.41770521445044
"1111",2.803360381,0.614162621297659,0.0192604193001472,1.44811700202593,"darkblue","MEB144",1111,"freshwater",0.41770521445044
"1112",2.197224577,0.880807920909187,0.0135741343599028,1.46833332445723,"darkblue","MEB145",1112,"freshwater",0.00517633432835653
"1113",2.197224577,0.981932586786259,0.0378906305343109,1.40902025166772,"darkblue","MEB145",1113,"freshwater",0.00517633432835653
"1132",3.148001485,1.07051348371017,0.000581660544516215,1.65034145170381,"darkcyan","MEB194",1132,"marine",0.652263885525345
"1133",3.367006017,1.10766086503007,0.00150267003635006,1.59550202987345,"darkcyan","MEB195",1133,"marine",0.801315787312722
"1134",3.881251347,1.54297134960448,0.00141425931984207,1.59900565416694,"darkcyan","MEB196",1134,"marine",1.15130509448276
"1135",3.148001485,0.693147180559945,0.00389273356401384,1.54050335161021,"darkcyan","MEB194a",1135,"marine",0.652263885525345
"1136",3.367006017,1.0330150061823,0.0137920724164414,1.46741301658381,"darkcyan","MEB195a",1136,"marine",0.801315787312722
"1152",1.344854169,-0.49794772054064,0.122308749549552,1.34131138309205,"darkcyan","MEB212",1152,"marine",-0.574936913463625
"1153",1.153388393,-1.25743410456689,0.34081266841258,1.28209962038187,"darkcyan","MEB213",1153,"marine",-0.705246262678352
"1154",2.84887722,1.69273298869739,0.295995729601981,1.29024586514215,"darkcyan","MEB214",1154,"marine",0.448683438299707
"1155",3.077374815,2.76794650650739,0.0157068148532234,1.45990161033955,"darkcyan","MEB215",1155,"marine",0.604196206814433
"1156",1.323430774,-1.46998446293278,0.0169606742352546,1.45546397131952,"darkcyan","MEB216",1156,"marine",-0.589517423457327
"1157",1.172165275,-1.75949836829015,0.00790001843693701,1.49960954902818,"darkcyan","MEB217",1157,"marine",-0.692466938222468
"1158",1.397773109,0.533830207219789,0.00548888418445799,1.52064946504984,"darkcyan","MEB218",1158,"marine",-0.538920906965768
"1159",1.397773109,0.419091648291743,0.00893165647609345,1.49251785129778,"darkcyan","MEB219",1159,"marine",-0.538920906965768
"1164",1.151352843,1.47517149588821,0.0321884581024984,1.41844388961725,"darkgreen","WSH011",1164,"terrestrial",-0.706631634003377
"1186",8.507206858,0.13133706602802,0.0819040946459564,1.36448103058563,"darkgreen","WSH053",1186,"terrestrial",4.29967586198062
